ID_ученика,Класс,Район,Средний_балл,Часы_самоподготовки_в_неделю,Посещаемость_%,Уверенность_в_себе,Уровень_стресса_перед_экзаменом,Пропущенные_дни,Тип_школы,Рез_экзамена,Индекс_качества_школы,Стабильность_преподавателей,Доступ_к_ресурсам,Образовательная_среда
1140,11,Шохмансур,4.959,19,83.399,7.0,2.0,10,Лицей/гимназия,1,0.5114,0.2849,0.5966,0.4714
1141,11,Исмоили Сомони,4.131,7,74.645,4.0,7.0,10,Обычная школа,1,0.4215,0.3592,0.3919,0.4229
1142,11,Исмоили Сомони,3.967,10,76.498,5.0,6.0,12,Обычная школа,0,0.361,0.2371,0.147,0.2673
1143,11,Исмоили Сомони,3.88,17,84.078,5.0,5.0,9,Обычная школа,1,0.4058,0.1446,0.4363,0.321
1144,11,Фирдавси,4.009,11,78.18,5.0,6.0,10,Обычная школа,1,0.4558,0.2266,0.5262,0.3982
1145,11,Фирдавси,3.7,9,72.43,2.0,6.0,6,Обычная школа,1,0.0799,0.2925,0.1204,0.344
1146,11,Исмоили Сомони,3.907,8,74.313,6.0,4.0,11,Обычная школа,1,0.3054,0.1529,0.3509,0.4079
1147,11,Фирдавси,3.605,14,81.294,2.0,7.0,8,Обычная школа,0,0.2289,0.1454,0.1453,0.2644
1148,11,Фирдавси,3.541,7,71.049,2.0,8.0,15,Обычная школа,0,0.1314,0.0256,0.3064,0.1259
1149,11,Исмоили Сомони,3.745,5,71.048,5.0,4.0,19,Обычная школа,0,0.3452,0.2566,0.2704,0.4657
1150,11,Шохмансур,3.946,9,73.824,4.0,6.0,12,Обычная школа,1,0.4302,0.2834,0.3493,0.2095
1151,11,Фирдавси,3.991,4,67.863,3.0,6.0,11,Обычная школа,0,0.3306,0.3115,0.3159,0.1332
1152,11,Сино,3.931,7,73.753,4.0,5.0,6,Обычная школа,1,0.3735,0.1697,0.2214,0.3522
1153,11,Шохмансур,4.081,5,67.63,5.0,5.0,15,Обычная школа,1,0.3805,0.2675,0.4915,0.0238
1154,11,Шохмансур,3.886,19,93.033,4.0,6.0,8,Обычная школа,0,0.3034,0.3067,0.3185,0.3634
1155,11,Исмоили Сомони,4.497,15,84.924,6.0,4.0,8,Лицей/гимназия,1,0.4357,0.4975,0.5998,0.3239
1156,11,Сино,4.179,11,69.774,6.0,5.0,13,Лицей/гимназия,0,0.4537,0.4053,0.1876,0.3854
1157,11,Фирдавси,3.967,14,79.364,5.0,6.0,8,Обычная школа,1,0.3475,0.2388,0.1378,0.395
1158,11,Шохмансур,4.278,13,76.56,5.0,4.0,10,Обычная школа,0,0.516,0.3748,0.4212,0.4541
1159,11,Сино,4.0,21,86.662,6.0,6.0,3,Лицей/гимназия,0,0.4424,0.178,0.4014,0.5354
1160,11,Сино,3.664,6,78.402,4.0,5.0,13,Обычная школа,0,0.4117,0.3454,0.1937,0.3676
1161,11,Исмоили Сомони,3.824,13,83.032,6.0,7.0,12,Обычная школа,1,0.3458,0.1469,0.2618,0.3516
1162,11,Сино,3.595,8,72.255,4.0,7.0,13,Обычная школа,0,0.2442,0.1687,0.2747,0.3841
1163,11,Исмоили Сомони,4.406,6,71.562,5.0,5.0,13,Лицей/гимназия,0,0.4847,0.2435,0.3808,0.3174
1164,11,Исмоили Сомони,4.263,15,87.696,5.0,5.0,7,Обычная школа,1,0.4785,0.3895,0.2865,0.5914
1165,11,Фирдавси,4.408,14,81.695,5.0,5.0,9,Лицей/гимназия,1,0.4547,0.4621,0.6602,0.3438
1166,11,Сино,4.056,13,78.83,6.0,5.0,11,Обычная школа,1,0.4939,0.3104,0.5202,0.3864
1167,11,Сино,4.312,11,73.794,5.0,5.0,14,Обычная школа,1,0.5373,0.1737,0.3718,0.4309
1168,11,Сино,4.429,12,76.298,6.0,3.0,11,Лицей/гимназия,0,0.3892,0.2795,0.304,0.5537
1169,11,Сино,3.929,10,78.578,3.0,5.0,9,Обычная школа,1,0.268,0.3084,0.3886,0.4293
1170,11,Шохмансур,4.558,22,84.327,5.0,5.0,8,Лицей/гимназия,1,0.5435,0.3288,0.5143,0.3541
1171,11,Шохмансур,3.662,8,75.506,5.0,5.0,15,Обычная школа,1,0.3678,0.1698,0.2109,0.55
1172,11,Шохмансур,3.278,13,72.545,2.0,7.0,9,Обычная школа,0,0.154,0.0802,0.0836,0.3658
1173,11,Сино,3.427,8,79.735,3.0,7.0,12,Обычная школа,0,0.2713,0.1052,0.2846,0.3713
1174,11,Сино,3.523,12,76.292,5.0,5.0,12,Обычная школа,1,0.3385,0.0663,0.232,0.3532
1175,11,Исмоили Сомони,4.361,17,83.71,6.0,4.0,6,Лицей/гимназия,0,0.6572,0.3235,0.5133,0.5465
1176,11,Сино,4.591,13,86.278,6.0,3.0,8,Лицей/гимназия,1,0.4553,0.2615,0.4987,0.4184
1177,11,Исмоили Сомони,4.281,8,69.608,4.0,6.0,14,Обычная школа,0,0.4534,0.4188,0.3242,0.3234
1178,11,Фирдавси,3.872,16,82.985,6.0,6.0,14,Обычная школа,0,0.2903,0.2401,0.0453,0.6691
1179,11,Фирдавси,4.628,14,86.082,6.0,4.0,7,Лицей/гимназия,1,0.5818,0.3024,0.4061,0.422
1180,11,Сино,4.329,12,80.241,5.0,5.0,12,Лицей/гимназия,1,0.6036,0.3849,0.4281,0.2771
1181,11,Сино,3.685,12,83.107,5.0,7.0,10,Обычная школа,0,0.2402,0.0102,0.3758,0.3632
1182,11,Исмоили Сомони,3.888,6,73.555,4.0,6.0,10,Обычная школа,0,0.4832,0.3472,0.4522,0.3689
1183,11,Исмоили Сомони,4.138,15,82.962,5.0,4.0,11,Обычная школа,1,0.4112,0.133,0.6647,0.2883
1184,11,Сино,3.897,13,74.936,5.0,6.0,9,Обычная школа,1,0.2957,0.0918,0.09,0.4038
1185,11,Исмоили Сомони,3.953,17,86.239,4.0,5.0,8,Обычная школа,1,0.6103,0.4657,0.4648,0.5288
1186,11,Фирдавси,3.689,7,69.962,4.0,7.0,14,Обычная школа,1,0.2993,0.0689,0.1649,0.098
1187,11,Сино,4.036,11,79.692,4.0,6.0,9,Обычная школа,1,0.3127,0.0765,0.4,0.228
1188,11,Фирдавси,3.947,15,79.269,3.0,6.0,10,Обычная школа,1,0.4462,0.1682,0.1668,0.6719
1189,11,Исмоили Сомони,4.083,10,79.362,4.0,5.0,14,Обычная школа,0,0.3482,0.1348,0.2245,0.4481
1190,11,Шохмансур,4.329,9,79.849,4.0,5.0,9,Обычная школа,0,0.4238,0.3633,0.1435,0.11
1191,11,Исмоили Сомони,4.417,15,81.731,5.0,4.0,6,Лицей/гимназия,0,0.4911,0.3437,0.614,0.3175
1192,11,Фирдавси,3.776,13,81.176,4.0,5.0,9,Обычная школа,0,0.334,0.2217,0.6926,0.2218
1193,11,Исмоили Сомони,4.151,13,82.659,5.0,4.0,6,Обычная школа,0,0.2979,0.2841,0.3044,0.4112
1194,11,Исмоили Сомони,4.166,16,86.495,5.0,4.0,8,Обычная школа,1,0.5492,0.367,0.4374,0.5439
1195,11,Фирдавси,4.08,6,64.546,4.0,5.0,15,Обычная школа,0,0.3869,0.338,0.265,0.3594
1196,11,Шохмансур,3.828,11,73.882,5.0,4.0,14,Обычная школа,0,0.4102,0.4683,0.2744,0.4419
1197,11,Исмоили Сомони,4.404,14,79.682,6.0,4.0,8,Лицей/гимназия,1,0.7381,0.3755,0.5776,0.4889
1198,11,Фирдавси,3.69,12,76.116,4.0,6.0,10,Обычная школа,0,0.2317,0.0,0.2135,0.4401
1199,11,Исмоили Сомони,4.579,13,78.661,6.0,2.0,8,Лицей/гимназия,1,0.5061,0.3635,0.6622,0.6718
1200,11,Сино,4.078,8,75.094,5.0,6.0,8,Обычная школа,1,0.444,0.2538,0.3332,0.3784
1201,11,Исмоили Сомони,4.279,19,83.236,6.0,4.0,5,Лицей/гимназия,1,0.4122,0.231,0.547,0.5302
1202,11,Фирдавси,3.332,4,68.571,4.0,7.0,15,Обычная школа,0,0.1761,0.0545,0.0724,0.4941
1203,11,Сино,3.801,7,71.768,4.0,6.0,12,Обычная школа,0,0.2302,0.0672,0.1766,0.3272
1204,11,Сино,3.651,6,70.544,4.0,7.0,15,Обычная школа,0,0.3028,0.1403,0.3454,0.2778
1205,11,Исмоили Сомони,3.865,8,71.611,6.0,5.0,16,Обычная школа,0,0.3975,0.3678,0.5485,0.2704
1206,11,Фирдавси,3.709,16,83.743,4.0,6.0,8,Обычная школа,1,0.3507,0.1532,0.4298,0.4008
1207,11,Сино,3.469,10,79.688,3.0,6.0,12,Обычная школа,0,0.2818,0.109,0.3863,0.2275
1208,11,Фирдавси,3.756,6,69.298,3.0,5.0,13,Обычная школа,0,0.1393,0.1419,0.3617,0.3577
1209,11,Фирдавси,3.394,3,70.724,4.0,5.0,12,Обычная школа,0,0.1428,0.2389,0.3038,0.2152
1210,11,Исмоили Сомони,4.035,9,70.885,5.0,5.0,10,Обычная школа,0,0.4162,0.2855,0.5101,0.417
1211,11,Шохмансур,4.27,8,70.299,3.0,4.0,13,Обычная школа,1,0.4032,0.2943,0.2722,0.4847
1212,11,Фирдавси,3.196,10,76.911,2.0,9.0,12,Обычная школа,0,0.2664,0.0186,0.1647,0.2102
1213,11,Исмоили Сомони,4.165,16,87.346,5.0,4.0,8,Обычная школа,1,0.4009,0.1659,0.2214,0.5535
1214,11,Исмоили Сомони,4.274,12,77.504,4.0,5.0,11,Обычная школа,1,0.6155,0.4687,0.426,0.4364
1215,11,Сино,3.891,13,82.524,4.0,5.0,12,Обычная школа,0,0.4063,0.2873,0.2711,0.3402
1216,11,Фирдавси,3.263,4,69.763,2.0,8.0,14,Обычная школа,0,0.1001,0.0831,0.0,0.2039
1217,11,Шохмансур,3.612,11,72.247,3.0,6.0,11,Обычная школа,0,0.2159,0.102,0.3142,0.2025
1218,11,Фирдавси,4.161,16,80.772,5.0,6.0,8,Обычная школа,1,0.3622,0.156,0.3466,0.527
1219,11,Шохмансур,3.957,11,75.795,4.0,6.0,7,Обычная школа,0,0.2363,0.23,0.0746,0.3267
1220,11,Фирдавси,4.215,22,90.118,3.0,3.0,9,Обычная школа,1,0.4403,0.3124,0.4824,0.412
1221,11,Исмоили Сомони,4.418,14,82.994,5.0,5.0,14,Лицей/гимназия,1,0.4474,0.2234,0.281,0.5864
1222,11,Исмоили Сомони,3.817,11,79.695,3.0,6.0,10,Обычная школа,1,0.3768,0.2412,0.2931,0.3884
1223,11,Фирдавси,3.432,6,75.617,3.0,6.0,12,Обычная школа,0,0.1453,0.2208,0.1265,0.3706
1224,11,Шохмансур,3.983,8,70.643,3.0,6.0,18,Обычная школа,0,0.2358,0.3173,0.1582,0.2575
1225,11,Исмоили Сомони,4.166,12,76.315,5.0,4.0,10,Лицей/гимназия,0,0.4144,0.2411,0.4448,0.4865
1226,11,Фирдавси,4.721,19,89.225,8.0,4.0,7,Лицей/гимназия,1,0.662,0.2824,0.5872,0.4059
1227,11,Сино,4.497,16,85.357,5.0,3.0,7,Лицей/гимназия,1,0.7358,0.5892,0.7644,0.5124
1228,11,Сино,4.213,9,67.527,4.0,5.0,14,Обычная школа,1,0.2363,0.2091,0.1299,0.4106
1229,11,Сино,4.488,20,88.172,5.0,3.0,2,Лицей/гимназия,1,0.5801,0.2446,0.6248,0.4217
1230,11,Сино,3.728,13,76.963,4.0,7.0,10,Обычная школа,0,0.2718,0.2753,0.1739,0.3025
1231,11,Шохмансур,3.955,16,87.226,6.0,6.0,8,Обычная школа,1,0.5255,0.4155,0.2542,0.5455
1232,11,Шохмансур,4.335,19,84.587,4.0,5.0,5,Лицей/гимназия,1,0.4468,0.2182,0.4312,0.3324
1233,11,Шохмансур,3.741,14,74.485,5.0,5.0,8,Обычная школа,1,0.3329,0.0302,0.41,0.4342
1234,11,Шохмансур,4.602,18,81.53,6.0,4.0,13,Лицей/гимназия,1,0.6917,0.5991,0.6159,0.4196
1235,11,Исмоили Сомони,4.221,19,86.55,6.0,6.0,10,Лицей/гимназия,1,0.5758,0.4622,0.3009,0.4079
1236,11,Сино,4.332,17,82.934,7.0,4.0,9,Лицей/гимназия,1,0.674,0.4451,0.6186,0.5156
1237,11,Сино,4.564,6,69.415,5.0,4.0,16,Лицей/гимназия,1,0.5535,0.3725,0.7193,0.3403
1238,11,Фирдавси,4.443,9,76.674,5.0,4.0,13,Лицей/гимназия,1,0.5142,0.4044,0.3823,0.4713
1239,11,Исмоили Сомони,4.093,15,81.776,4.0,5.0,11,Обычная школа,0,0.3712,0.1927,0.3261,0.4618
1240,11,Шохмансур,3.828,12,87.651,5.0,4.0,12,Обычная школа,0,0.4372,0.2194,0.5257,0.4642
1241,11,Сино,3.515,10,78.094,3.0,6.0,11,Обычная школа,0,0.2989,0.1396,0.2122,0.3387
1242,11,Исмоили Сомони,3.953,5,75.033,4.0,5.0,14,Обычная школа,1,0.3922,0.328,0.3288,0.3182
1243,11,Исмоили Сомони,4.399,21,89.501,5.0,6.0,4,Лицей/гимназия,1,0.4486,0.1046,0.5239,0.3631
1244,11,Шохмансур,4.127,6,72.952,3.0,6.0,14,Обычная школа,0,0.2647,0.0969,0.4649,0.0046
1245,11,Фирдавси,3.656,9,70.963,4.0,5.0,14,Обычная школа,0,0.2813,0.163,0.2963,0.4025
1246,11,Фирдавси,4.297,18,84.8,5.0,5.0,6,Обычная школа,1,0.5516,0.404,0.3325,0.4374
1247,11,Шохмансур,3.898,6,74.144,4.0,4.0,12,Обычная школа,0,0.4106,0.3182,0.2868,0.357
1248,11,Фирдавси,4.414,21,88.125,4.0,5.0,4,Лицей/гимназия,1,0.3128,0.2919,0.3426,0.4193
1249,11,Исмоили Сомони,4.698,20,84.431,7.0,2.0,3,Лицей/гимназия,1,0.6461,0.2964,0.6483,0.5991
1250,11,Сино,3.993,13,84.816,5.0,6.0,8,Обычная школа,0,0.4543,0.3002,0.4196,0.4036
1251,11,Исмоили Сомони,3.711,10,74.323,4.0,5.0,12,Обычная школа,0,0.2901,0.1617,0.2601,0.2468
1252,11,Шохмансур,3.668,11,79.499,6.0,5.0,12,Обычная школа,1,0.4161,0.1389,0.3741,0.4355
1253,11,Фирдавси,3.666,8,78.155,4.0,6.0,13,Обычная школа,0,0.1531,0.0,0.4087,0.266
1254,11,Фирдавси,5.0,15,83.574,7.0,4.0,8,Лицей/гимназия,1,0.6545,0.2304,0.6731,0.7557
1255,11,Фирдавси,3.886,9,74.039,4.0,5.0,10,Обычная школа,0,0.4434,0.4098,0.2623,0.5236
1256,11,Шохмансур,4.125,10,78.669,5.0,5.0,13,Обычная школа,1,0.2898,0.2209,0.3289,0.3625
1257,11,Шохмансур,4.063,14,77.436,4.0,5.0,6,Обычная школа,1,0.2332,0.147,0.4043,0.3762
1258,11,Сино,4.252,14,77.213,6.0,3.0,12,Лицей/гимназия,0,0.566,0.3531,0.6885,0.393
1259,11,Шохмансур,3.943,13,82.326,4.0,6.0,14,Обычная школа,0,0.4391,0.3002,0.3836,0.2696
1260,11,Сино,3.81,11,78.045,4.0,5.0,9,Обычная школа,0,0.3192,0.2057,0.361,0.2114
1261,11,Фирдавси,3.372,10,80.951,3.0,7.0,12,Обычная школа,0,0.2362,0.15,0.2576,0.3441
1262,11,Шохмансур,3.991,6,69.0,5.0,7.0,9,Обычная школа,0,0.4421,0.4133,0.2649,0.357
1263,11,Исмоили Сомони,4.406,6,70.873,5.0,5.0,11,Лицей/гимназия,1,0.3997,0.1193,0.3819,0.4192
1264,11,Сино,4.4,13,82.276,5.0,4.0,13,Лицей/гимназия,1,0.5609,0.3899,0.4424,0.6334
1265,11,Фирдавси,4.367,17,86.468,5.0,5.0,7,Лицей/гимназия,1,0.5595,0.2324,0.5758,0.4694
1266,11,Исмоили Сомони,4.259,20,85.724,5.0,5.0,7,Лицей/гимназия,1,0.4931,0.4188,0.3665,0.5397
1267,11,Исмоили Сомони,3.716,14,87.526,4.0,7.0,7,Обычная школа,0,0.4034,0.2177,0.3638,0.3372
1268,11,Фирдавси,4.61,12,78.637,6.0,3.0,12,Лицей/гимназия,1,0.7477,0.426,0.6567,0.3991
1269,11,Исмоили Сомони,3.752,8,73.848,4.0,5.0,12,Обычная школа,1,0.3039,0.2589,0.0882,0.3068
1270,11,Сино,4.343,10,76.037,4.0,7.0,10,Обычная школа,1,0.4327,0.408,0.3133,0.2931
1271,11,Исмоили Сомони,4.368,18,80.97,6.0,3.0,11,Лицей/гимназия,0,0.577,0.2877,0.3791,0.3537
1272,11,Сино,4.254,12,82.968,4.0,6.0,11,Обычная школа,0,0.4983,0.1949,0.4908,0.3369
1273,11,Фирдавси,3.881,4,74.067,3.0,5.0,14,Обычная школа,0,0.2988,0.1697,0.0114,0.3365
1274,11,Фирдавси,3.71,2,72.528,3.0,7.0,14,Обычная школа,0,0.2656,0.1197,0.2171,0.4336
1275,11,Шохмансур,3.596,7,73.671,3.0,6.0,12,Обычная школа,0,0.3056,0.1953,0.237,0.363
1276,11,Сино,4.195,9,75.293,5.0,5.0,12,Обычная школа,1,0.4633,0.3217,0.3676,0.4031
1277,11,Сино,4.384,10,78.639,6.0,5.0,8,Лицей/гимназия,1,0.6202,0.2032,0.5295,0.385
1278,11,Сино,3.657,7,77.289,5.0,6.0,13,Обычная школа,1,0.3979,0.2444,0.2805,0.4021
1279,11,Исмоили Сомони,4.134,4,69.713,5.0,5.0,17,Обычная школа,1,0.4075,0.2277,0.4912,0.2829
1280,11,Исмоили Сомони,4.431,21,84.354,7.0,5.0,6,Лицей/гимназия,1,0.5603,0.3508,0.5507,0.4275
1281,11,Сино,4.039,7,66.025,3.0,6.0,14,Обычная школа,0,0.3011,0.1054,0.3246,0.1942
1282,11,Фирдавси,3.972,20,88.397,3.0,5.0,6,Обычная школа,1,0.3914,0.0578,0.4178,0.3864
1283,11,Шохмансур,3.492,5,70.667,3.0,6.0,13,Обычная школа,0,0.3024,0.2515,0.0266,0.2063
1284,11,Сино,3.787,16,81.859,4.0,4.0,7,Обычная школа,1,0.4839,0.3564,0.5024,0.3296
1285,11,Сино,4.362,9,75.268,4.0,5.0,13,Обычная школа,1,0.411,0.0224,0.4696,0.3277
1286,11,Сино,4.153,13,76.797,4.0,5.0,6,Обычная школа,1,0.5004,0.2757,0.3002,0.5074
1287,11,Исмоили Сомони,4.528,11,78.612,5.0,4.0,10,Лицей/гимназия,0,0.7475,0.271,0.5557,0.4276
1288,11,Шохмансур,3.887,14,81.667,5.0,5.0,14,Обычная школа,1,0.4214,0.2494,0.3053,0.3163
1289,11,Сино,4.144,9,77.913,5.0,4.0,13,Обычная школа,1,0.2969,0.231,0.4243,0.4157
1290,11,Сино,4.493,22,90.637,8.0,5.0,7,Лицей/гимназия,1,0.8094,0.4124,0.5584,0.665
1291,11,Фирдавси,4.359,10,76.854,6.0,5.0,12,Лицей/гимназия,1,0.466,0.2465,0.3098,0.3506
1292,11,Сино,3.702,16,86.619,3.0,6.0,8,Обычная школа,1,0.1946,0.0956,0.203,0.2847
1293,11,Шохмансур,3.71,12,77.57,3.0,6.0,13,Обычная школа,1,0.2595,0.2109,0.2765,0.3002
1294,11,Исмоили Сомони,4.655,11,79.683,6.0,4.0,10,Лицей/гимназия,1,0.6275,0.3303,0.536,0.38
1295,11,Шохмансур,3.746,11,75.535,4.0,5.0,10,Обычная школа,1,0.3537,0.1669,0.2269,0.2567
1296,11,Исмоили Сомони,3.851,13,80.049,4.0,5.0,9,Обычная школа,1,0.3251,0.1786,0.494,0.4631
1297,11,Фирдавси,3.906,4,69.374,5.0,5.0,14,Обычная школа,0,0.2876,0.1552,0.3166,0.5755
1298,11,Исмоили Сомони,4.621,18,87.867,6.0,4.0,9,Лицей/гимназия,1,0.652,0.5122,0.527,0.5174
1299,11,Исмоили Сомони,4.344,14,85.051,7.0,4.0,4,Лицей/гимназия,1,0.5481,0.471,0.4846,0.4603
1300,11,Исмоили Сомони,3.428,13,72.589,3.0,6.0,15,Обычная школа,0,0.2827,0.0093,0.1623,0.3054
1301,11,Шохмансур,3.789,12,77.512,4.0,6.0,11,Обычная школа,0,0.3239,0.0,0.1993,0.3196
1302,11,Фирдавси,4.305,19,84.211,6.0,5.0,7,Обычная школа,1,0.4652,0.2718,0.3669,0.4436
1303,11,Исмоили Сомони,4.13,13,79.68,4.0,6.0,5,Обычная школа,0,0.4706,0.2732,0.4702,0.3582
1304,11,Исмоили Сомони,4.593,13,80.12,5.0,5.0,7,Лицей/гимназия,1,0.5063,0.1825,0.5526,0.1911
1305,11,Сино,4.264,11,80.458,5.0,4.0,7,Обычная школа,1,0.4963,0.4674,0.4513,0.3553
1306,11,Сино,4.055,16,78.411,6.0,4.0,7,Лицей/гимназия,1,0.4288,0.2596,0.2512,0.36
1307,11,Фирдавси,3.922,10,78.288,4.0,6.0,13,Обычная школа,1,0.2444,0.0792,0.1957,0.4455
1308,11,Сино,3.073,10,84.428,1.0,8.0,13,Обычная школа,1,0.1418,0.1598,0.1904,0.2208
1309,11,Фирдавси,3.994,5,71.591,5.0,6.0,15,Обычная школа,1,0.2144,0.1142,0.2016,0.3479
1310,11,Сино,3.883,5,75.392,6.0,4.0,10,Обычная школа,1,0.4574,0.2794,0.2801,0.4908
1311,11,Шохмансур,4.193,17,81.816,4.0,6.0,9,Лицей/гимназия,1,0.3852,0.2877,0.242,0.4563
1312,11,Исмоили Сомони,4.212,13,81.765,4.0,6.0,10,Обычная школа,1,0.5174,0.3864,0.5759,0.3223
1313,11,Сино,4.023,10,80.301,4.0,6.0,11,Обычная школа,0,0.465,0.3182,0.1896,0.3714
1314,11,Сино,4.188,7,72.448,4.0,6.0,14,Обычная школа,1,0.3726,0.3719,0.4577,0.3928
1315,11,Сино,4.036,12,76.806,5.0,5.0,13,Обычная школа,0,0.3181,0.2234,0.2966,0.3535
1316,11,Фирдавси,4.099,4,68.528,5.0,5.0,13,Обычная школа,1,0.5164,0.2991,0.264,0.5258
1317,11,Исмоили Сомони,4.34,11,79.236,6.0,5.0,10,Лицей/гимназия,1,0.5117,0.096,0.3747,0.4307
1318,11,Исмоили Сомони,4.713,12,82.011,7.0,2.0,11,Лицей/гимназия,1,0.7189,0.4144,0.6234,0.4614
1319,11,Шохмансур,3.799,11,77.657,4.0,7.0,9,Обычная школа,0,0.3696,0.2295,0.2805,0.288
1320,11,Исмоили Сомони,4.181,10,80.79,5.0,6.0,10,Обычная школа,1,0.4665,0.2753,0.2975,0.3296
1321,11,Фирдавси,4.14,11,78.139,4.0,6.0,8,Обычная школа,0,0.5733,0.4081,0.6232,0.4989
1322,11,Сино,3.811,8,64.957,6.0,6.0,14,Обычная школа,0,0.4355,0.3749,0.3816,0.3923
1323,11,Фирдавси,3.214,6,76.453,1.0,7.0,12,Обычная школа,0,0.1084,0.1899,0.0,0.2803
1324,11,Исмоили Сомони,3.722,3,72.751,4.0,6.0,16,Обычная школа,0,0.2081,0.1835,0.2676,0.3261
1325,11,Исмоили Сомони,4.194,12,76.826,5.0,4.0,11,Обычная школа,0,0.3749,0.0,0.3324,0.3123
1326,11,Исмоили Сомони,4.08,16,79.628,5.0,4.0,9,Обычная школа,0,0.5567,0.3747,0.3896,0.5143
1327,11,Сино,4.28,19,82.662,5.0,4.0,10,Обычная школа,1,0.443,0.2067,0.342,0.3004
1328,11,Шохмансур,3.831,13,77.242,4.0,6.0,11,Обычная школа,1,0.2662,0.1696,0.3441,0.2795
1329,11,Сино,4.011,15,81.151,3.0,6.0,10,Обычная школа,0,0.3284,0.2643,0.2759,0.3054
1330,11,Фирдавси,4.272,17,85.147,5.0,5.0,5,Обычная школа,1,0.5903,0.3069,0.2722,0.2303
1331,11,Исмоили Сомони,3.986,18,89.779,4.0,6.0,6,Обычная школа,0,0.385,0.1651,0.3222,0.5226
1332,11,Сино,4.001,17,76.956,4.0,5.0,12,Обычная школа,1,0.3468,0.1394,0.3663,0.4773
1333,11,Сино,4.171,13,76.616,7.0,5.0,13,Лицей/гимназия,1,0.5734,0.2534,0.5531,0.5682
1334,11,Сино,3.948,7,75.369,4.0,6.0,9,Обычная школа,1,0.4847,0.3706,0.2753,0.4345
1335,11,Фирдавси,3.427,4,68.061,2.0,6.0,16,Обычная школа,0,0.2256,0.0908,0.5323,0.2454
1336,11,Исмоили Сомони,4.591,22,89.005,6.0,5.0,6,Лицей/гимназия,1,0.57,0.349,0.8705,0.4909
1337,11,Исмоили Сомони,4.262,8,75.269,5.0,4.0,13,Обычная школа,1,0.4193,0.334,0.4492,0.5469
1338,11,Сино,4.548,10,78.022,6.0,3.0,10,Лицей/гимназия,1,0.547,0.2778,0.5741,0.5296
1339,11,Шохмансур,4.194,10,73.427,4.0,5.0,11,Обычная школа,1,0.3475,0.1949,0.1925,0.5198
1340,11,Фирдавси,3.965,14,81.043,5.0,5.0,9,Обычная школа,1,0.2984,0.2911,0.3274,0.4092
1341,11,Шохмансур,4.362,20,87.391,4.0,5.0,9,Лицей/гимназия,1,0.4748,0.3744,0.5386,0.3831
1342,11,Исмоили Сомони,4.659,13,78.358,7.0,2.0,13,Лицей/гимназия,1,0.6228,0.6354,0.7259,0.4701
1343,11,Фирдавси,4.413,19,77.897,6.0,4.0,10,Лицей/гимназия,1,0.5475,0.2329,0.4588,0.4709
1344,11,Исмоили Сомони,3.746,12,79.635,3.0,5.0,14,Обычная школа,1,0.2361,0.0907,0.0,0.4332
1345,11,Шохмансур,4.17,16,84.487,4.0,6.0,8,Обычная школа,1,0.4266,0.3234,0.1718,0.4049
1346,11,Сино,4.309,13,76.466,5.0,5.0,12,Обычная школа,0,0.3952,0.2727,0.4301,0.3617
1347,11,Шохмансур,4.093,6,74.238,5.0,5.0,15,Обычная школа,0,0.5517,0.3184,0.3781,0.1836
1348,11,Фирдавси,4.077,10,77.294,5.0,5.0,10,Обычная школа,0,0.3704,0.4101,0.4082,0.4668
1349,11,Шохмансур,3.792,12,76.247,2.0,7.0,9,Обычная школа,1,0.1827,0.3136,0.181,0.24
1350,11,Сино,4.481,16,82.811,7.0,4.0,6,Лицей/гимназия,1,0.7058,0.4174,0.4277,0.6219
1351,11,Фирдавси,3.415,4,72.432,2.0,6.0,14,Обычная школа,0,0.1139,0.0415,0.1753,0.3433
1352,11,Исмоили Сомони,3.742,7,72.105,4.0,5.0,16,Обычная школа,0,0.273,0.1443,0.2582,0.2361
1353,11,Исмоили Сомони,4.497,14,78.576,5.0,4.0,9,Обычная школа,1,0.6983,0.3042,0.5785,0.3376
1354,11,Исмоили Сомони,4.148,16,82.83,4.0,6.0,12,Обычная школа,1,0.3612,0.0188,0.163,0.2025
1355,11,Исмоили Сомони,4.271,17,83.844,5.0,5.0,9,Лицей/гимназия,1,0.4327,0.3251,0.3486,0.3323
1356,11,Шохмансур,4.471,11,81.004,5.0,4.0,11,Обычная школа,1,0.4944,0.4132,0.5554,0.4505
1357,11,Сино,3.964,13,78.236,3.0,6.0,8,Обычная школа,1,0.3288,0.0916,0.2217,0.3445
1358,11,Сино,4.239,15,88.593,4.0,5.0,9,Обычная школа,1,0.5881,0.2379,0.407,0.4875
1359,11,Исмоили Сомони,3.772,13,82.557,5.0,4.0,12,Обычная школа,1,0.3957,0.2609,0.2441,0.3186
1360,11,Фирдавси,4.398,11,76.184,6.0,5.0,11,Лицей/гимназия,1,0.5927,0.418,0.539,0.4215
1361,11,Сино,3.815,7,69.985,4.0,5.0,15,Обычная школа,1,0.3724,0.1951,0.3437,0.2457
1362,11,Сино,4.094,6,71.121,5.0,5.0,15,Обычная школа,0,0.5993,0.2729,0.4436,0.2263
1363,11,Исмоили Сомони,4.478,12,80.489,4.0,4.0,10,Лицей/гимназия,1,0.6036,0.3366,0.2647,0.4562
1364,11,Шохмансур,4.264,16,79.624,5.0,3.0,8,Лицей/гимназия,1,0.5997,0.2526,0.5102,0.5972
